"","Participant.Private.ID","conditionText","contrast","absAngError","condition","contrastHigh","contrastMed","contrastLow"
"401",5647903,"clear","Medium",5.6074502424536,0,0,1,0
"402",5647903,"clear","Medium",1.82180374999987,0,0,1,0
"403",5647903,"clear","Medium",1.33965170546467,0,0,1,0
"404",5647903,"clear","High",2.00797980144134,0,1,0,0
"405",5647903,"clear","High",3.52320902045962,0,1,0,0
"406",5647903,"clear","Medium",4.27444113443946,0,0,1,0
"407",5647903,"clear","High",7.44003482817619,0,1,0,0
"408",5647903,"clear","High",2.47005129596086,0,1,0,0
"409",5647903,"clear","Low",4.18592516570965,0,0,0,1
"410",5647903,"clear","Low",10.021364940356,0,0,0,1
"411",5647903,"clear","Medium",3.55887081828133,0,0,1,0
"412",5647903,"clear","Low",9.66557354074964,0,0,0,1
"413",5647903,"clear","High",5.82616179840262,0,1,0,0
"414",5647903,"clear","High",0.0377106209771236,0,1,0,0
"415",5647903,"clear","Low",4.2612232444987,0,0,0,1
"416",5647903,"clear","Medium",1.12330271407543,0,0,1,0
"417",5647903,"clear","Medium",5.4532353064554,0,0,1,0
"418",5647903,"clear","Low",5.38479796475421,0,0,0,1
"419",5647903,"clear","Low",14.2983302436921,0,0,0,1
"420",5647903,"clear","Medium",1.3478872801986,0,0,1,0
"421",5647903,"clear","Low",8.62987994612618,0,0,0,1
"422",5647903,"clear","Medium",6.29479007058385,0,0,1,0
"423",5647903,"clear","Low",0.813977214263772,0,0,0,1
"424",5647903,"clear","High",5.21796957677863,0,1,0,0
"425",5647903,"clear","Low",1.3478872801986,0,0,0,1
"426",5647903,"clear","Low",13.2208678093062,0,0,0,1
"427",5647903,"clear","High",0.449369448707963,0,1,0,0
"428",5647903,"clear","Medium",1.82616179840262,0,0,1,0
"429",5647903,"clear","Medium",7.97506745679604,0,0,1,0
"430",5647903,"clear","Medium",0.261223244498699,0,0,1,0
"431",5647903,"clear","High",2.00797980144134,0,1,0,0
"432",5647903,"clear","High",0.185925165709646,0,1,0,0
"433",5635923,"blur","High",1.57243042767335,1,1,0,0
"434",5635923,"blur","Medium",8.42120922452686,1,0,1,0
"435",5635923,"blur","High",4.18252141520532,1,1,0,0
"436",5635923,"blur","High",1.52994870403914,1,1,0,0
"437",5635923,"blur","Low",20.4212092245269,1,0,0,1
"438",5635923,"blur","Medium",11.0126653479385,1,0,1,0
"439",5635923,"blur","High",1.02245300224339,1,1,0,0
"440",5635923,"blur","Medium",2.47005129596086,1,0,1,0
"441",5635923,"blur","Low",14.2457425658951,1,0,0,1
"442",5635923,"blur","Medium",1.51188488348946,1,0,1,0
"443",5635923,"blur","Low",12.4212092245269,1,0,0,1
"444",5635923,"blur","Low",0.760011237508124,1,0,0,1
"445",5635923,"blur","Low",12.1062559551178,1,0,0,1
"446",5635923,"blur","High",0.405356631408555,1,1,0,0
"447",5635923,"blur","Low",12.247133152263,1,0,0,1
"448",5635923,"blur","Low",13.3478872801986,1,0,0,1
"449",5635923,"blur","High",2.23249108070382,1,1,0,0
"450",5635923,"blur","High",7.19072124632522,1,1,0,0
"451",5635923,"blur","Medium",0.813977214263772,1,0,1,0
"452",5635923,"blur","Medium",2.44319406349694,1,0,1,0
"453",5635923,"blur","Medium",2.30027744918559,1,0,1,0
