"","Participant.Private.ID","condition","Reaction.Time","X.Coordinate","Y.Coordinate","video","midDistPx","angle2mid","contrast","offset","absOffset","angError","absAngError"
"3712",5371387,"clear",1055.30000001192,228,251,"50_16.mp4",-92,-19.8386485121748,"Medium",-16,16,-3.8386485121748,3.8386485121748
"3713",5371387,"clear",1274.5,440,253,"50_20right.mp4",120,25.2011236454751,"Medium",20,20,5.20112364547507,5.20112364547507
"3714",5371387,"clear",1541.90000000596,329,256,"90_0right.mp4",9,2.02136494035602,"Low",0,0,2.02136494035602,2.02136494035602
"3715",5371387,"clear",718.70000000298,329,256,"50_4right.mp4",9,2.02136494035602,"Medium",4,4,-1.97863505964398,1.97863505964398
"3716",5371387,"clear",1222.90000000596,403,253,"50_12right.mp4",83,18.0295609213491,"Medium",12,12,6.0295609213491,6.0295609213491
"3717",5371387,"clear",955.79999999702,310,259,"0right.mp4",-10,-2.24574256589507,"High",0,0,-2.24574256589507,2.24574256589507
"3718",5371387,"clear",697,194,250,"20.mp4",-126,-26.2947900705839,"High",-20,20,-6.29479007058385,6.29479007058385
"3719",5371387,"clear",1289.80000001192,413,257,"90_20.mp4",93,20.037210169193,"Low",-20,20,40.037210169193,40.037210169193
"3720",5371387,"clear",727.40000000596,265,258,"8.mp4",-55,-12.1714582085875,"High",-8,8,-4.17145820858747,4.17145820858747
"3721",5371387,"clear",704.90000000596,387,256,"8right.mp4",67,14.7214409149781,"High",8,8,6.72144091497807,6.72144091497807
"3722",5371387,"clear",625.20000000298,331,252,"0.mp4",11,2.47005129596086,"High",0,0,2.47005129596086,2.47005129596086
"3723",5371387,"clear",1086.09999999404,415,262,"90_16right.mp4",95,20.4328286793987,"Low",16,16,4.43282867939869,4.43282867939869
"3724",5371387,"clear",902.5,319,255,"50_0right.mp4",-1,-0.224688179624502,"Medium",0,0,-0.224688179624502,0.224688179624502
"3725",5371387,"clear",601.300000011921,319,255,"90_4.mp4",-1,-0.224688179624502,"Low",-4,4,3.7753118203755,3.7753118203755
"3726",5371387,"clear",887.20000000298,259,255,"90_4right.mp4",-61,-13.4532353064554,"Low",4,4,-17.4532353064554,17.4532353064554
"3727",5371387,"clear",635.70000000298,257,254,"50_8.mp4",-63,-13.877529803208,"Medium",-8,8,-5.87752980320801,5.87752980320801
"3728",5371387,"clear",1294.89999999106,273,251,"50_4.mp4",-47,-10.4431940634969,"Medium",-4,4,-6.44319406349694,6.44319406349694
"3729",5371387,"clear",609.70000000298,357,257,"90_8right.mp4",37,8.25588871521673,"Low",8,8,0.255888715216734,0.255888715216734
"3730",5371387,"clear",797.29999999702,437,254,"20right.mp4",117,24.6467708519312,"High",20,20,4.64677085193117,4.64677085193117
"3731",5371387,"clear",1093.29999999702,376,253,"90_12.mp4",56,12.3859851229265,"Low",-12,12,24.3859851229265,24.3859851229265
"3732",5371387,"clear",1026.19999998808,441,256,"50_16right.mp4",121,25.3847979647542,"Medium",16,16,9.38479796475421,9.38479796475421
"3733",5371387,"clear",661.29999999702,203,257,"50_20.mp4",-117,-24.6467708519312,"Medium",-20,20,-4.64677085193117,4.64677085193117
"3734",5371387,"clear",879.100000008941,337,252,"4right.mp4",17,3.81407483429035,"High",4,4,-0.185925165709646,0.185925165709646
"3735",5371387,"clear",967.5,389,255,"50_8right.mp4",69,15.1409838350769,"Medium",8,8,7.14098383507691,7.14098383507691
"3736",5371387,"clear",845.899999991059,336,265,"90_20right.mp4",16,3.59032260213962,"Low",20,20,-16.4096773978604,16.4096773978604
"3737",5371387,"clear",1978.60000000894,227,257,"16.mp4",-93,-20.037210169193,"High",-16,16,-4.03721016919298,4.03721016919298
"3738",5371387,"clear",1812.20000000298,437,256,"90_12right.mp4",117,24.6467708519312,"Low",12,12,12.6467708519312,12.6467708519312
"3739",5371387,"clear",1543.70000000298,231,250,"90_8.mp4",-89,-19.2399887624919,"Low",-8,8,-11.2399887624919,11.2399887624919
"3740",5371387,"clear",1401.79999999702,315,257,"50_0.mp4",-5,-1.12330271407543,"Medium",0,0,-1.12330271407543,1.12330271407543
"3741",5371387,"clear",782.70000000298,315,257,"4.mp4",-5,-1.12330271407543,"High",-4,4,2.87669728592457,2.87669728592457
"3742",5371387,"clear",802.79999999702,215,258,"50_12.mp4",-105,-22.3801350519596,"Medium",-12,12,-10.3801350519596,10.3801350519596
"3743",5371387,"clear",1138.30000001192,501,257,"90_16.mp4",181,35.3672819240319,"Low",-16,16,51.3672819240319,51.3672819240319
"3744",5371387,"clear",854.29999999702,245,253,"12.mp4",-75,-16.3895403340348,"High",-12,12,-4.38954033403478,4.38954033403478
"3745",5371387,"clear",1122.39999999106,451,255,"20right.mp4",131,27.1907212463252,"High",20,20,7.19072124632522,7.19072124632522
"3746",5371387,"clear",1009.29999999702,178,255,"90_20.mp4",-142,-29.1118045255111,"Low",-20,20,-9.1118045255111,9.1118045255111
"3747",5371387,"clear",1611.40000000596,381,256,"50_8.mp4",61,13.4532353064554,"Medium",-8,8,21.4532353064554,21.4532353064554
"3748",5371387,"clear",1187.70000000298,199,258,"50_20.mp4",-121,-25.3847979647542,"Medium",-20,20,-5.38479796475421,5.38479796475421
"3749",5371387,"clear",1170.79999999702,213,252,"16.mp4",-107,-22.7633033175357,"High",-16,16,-6.76330331753571,6.76330331753571
"3750",5371387,"clear",1142.09999999404,439,250,"50_16right.mp4",119,25.0168934781,"Medium",16,16,9.01689347810002,9.01689347810002
"3751",5371387,"clear",1355.70000000298,339,259,"4right.mp4",19,4.2612232444987,"High",4,4,0.261223244498699,0.261223244498699
"3752",5371387,"clear",1003,383,253,"50_8right.mp4",63,13.877529803208,"Medium",8,8,5.87752980320801,5.87752980320801
"3753",5371387,"clear",2334.40000000596,434,262,"16right.mp4",114,24.0874523086323,"High",16,16,8.08745230863229,8.08745230863229
