Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-3eqj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
2,1642449165935,17/01/2022 19:52:45,1642449168955,0,17/01/2022 19:52:48,62188,20,task-9sft,,18576816,BLIND,5499152,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,8106.100000023842,,,,,0,1,0,,,,,,intro,
3,1642449204242,17/01/2022 19:53:24,1642449207244,0,17/01/2022 19:53:27,62188,20,task-9sft,,18576816,BLIND,5499152,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,38272.10000002384,,,,,0,1,0,,,,,,video,
4,1642449208427,17/01/2022 19:53:28,1642449211438,0,17/01/2022 19:53:31,62188,20,task-9sft,,18576816,BLIND,5499152,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,4178.299999952316,,,,,0,1,0,,,,,,instructions,
5,1642449211307,17/01/2022 19:53:31,1642449214326,0,17/01/2022 19:53:34,62188,20,task-9sft,,18576816,BLIND,5499152,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,2874.7000000476837,,,Left,1,0,1,0,,,,,,response,
6,1642449211410,17/01/2022 19:53:31,1642449214333,0,17/01/2022 19:53:34,62188,20,task-9sft,,18576816,BLIND,5499152,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,,,END TASK,,,,,53540,,,,,0,1,0,,,,,,,
1,1642448254070,17/01/2022 19:37:34,1642448253893,0,17/01/2022 19:37:33,62188,20,task-9sft,,18576416,BLIND,5499000,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,1440x900,1440x821,,Eye dominance,3,157,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1642448272349,17/01/2022 19:37:52,1642448272235,0,17/01/2022 19:37:52,62188,20,task-9sft,,18576416,BLIND,5499000,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,1440x900,1440x821,,Eye dominance,3,157,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,18302.699999999255,,,,,0,1,0,,,,,,intro,
3,1642448322903,17/01/2022 19:38:42,1642448322780,0,17/01/2022 19:38:42,62188,20,task-9sft,,18576416,BLIND,5499000,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,1440x900,1440x821,,Eye dominance,3,157,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,50534.60000000149,,,,,0,1,0,,,,,,video,
4,1642448334969,17/01/2022 19:38:54,1642448334847,0,17/01/2022 19:38:54,62188,20,task-9sft,,18576416,BLIND,5499000,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,1440x900,1440x821,,Eye dominance,3,157,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,12061.300000000745,,,,,0,1,0,,,,,,instructions,
5,1642448341898,17/01/2022 19:39:01,1642448341783,0,17/01/2022 19:39:01,62188,20,task-9sft,,18576416,BLIND,5499000,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,1440x900,1440x821,,Eye dominance,3,157,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,6930.300000000745,,,Right,1,0,1,0,,,,,,response,
6,1642448341960,17/01/2022 19:39:01,1642448341786,0,17/01/2022 19:39:01,62188,20,task-9sft,,18576416,BLIND,5499000,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,1440x900,1440x821,,Eye dominance,3,157,Spreadsheet1,,,END TASK,,,,,87893,,,,,0,1,0,,,,,,,
1,1642435943129,17/01/2022 16:12:23,1642435946145,0,17/01/2022 16:12:26,62188,20,task-9sft,,18570175,BLIND,5496748,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x609,,Eye dominance,3,168,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1642435954405,17/01/2022 16:12:34,1642435957462,0,17/01/2022 16:12:37,62188,20,task-9sft,,18570175,BLIND,5496748,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x609,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,11267.5,,,,,0,1,0,,,,,,intro,
3,1642435998075,17/01/2022 16:13:18,1642436001142,0,17/01/2022 16:13:21,62188,20,task-9sft,,18570175,BLIND,5496748,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x609,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,43658.10000002384,,,,,0,1,0,,,,,,video,
4,1642436004359,17/01/2022 16:13:24,1642436007431,0,17/01/2022 16:13:27,62188,20,task-9sft,,18570175,BLIND,5496748,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x609,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,6273.600000023842,,,,,0,1,0,,,,,,instructions,
5,1642436007484,17/01/2022 16:13:27,1642436010534,0,17/01/2022 16:13:30,62188,20,task-9sft,,18570175,BLIND,5496748,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x609,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,3092.099999964237,,,Right,1,0,1,0,,,,,,response,
6,1642436007546,17/01/2022 16:13:27,1642436010544,0,17/01/2022 16:13:30,62188,20,task-9sft,,18570175,BLIND,5496748,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x609,,Eye dominance,3,168,Spreadsheet1,,,END TASK,,,,,64399,,,,,0,1,0,,,,,,,
1,1641335063918,04/01/2022 22:24:23,1641335063810,0,04/01/2022 22:24:23,62188,20,task-9sft,,18291884,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Eye dominance,3,178,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1641335066049,04/01/2022 22:24:26,1641335065980,0,04/01/2022 22:24:25,62188,20,task-9sft,,18291884,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2129.099999964237,,,,,0,1,0,,,,,,intro,
3,1641335102003,04/01/2022 22:25:02,1641335101958,0,04/01/2022 22:25:01,62188,20,task-9sft,,18291884,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,35966,,,,,0,1,0,,,,,,video,
4,1641335105253,04/01/2022 22:25:05,1641335105211,0,04/01/2022 22:25:05,62188,20,task-9sft,,18291884,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,3246.100000023842,,,,,0,1,0,,,,,,instructions,
5,1641335107877,04/01/2022 22:25:07,1641335107822,0,04/01/2022 22:25:07,62188,20,task-9sft,,18291884,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,2597.599999964237,,,Right,1,0,1,0,,,,,,response,
6,1641335107973,04/01/2022 22:25:07,1641335107825,0,04/01/2022 22:25:07,62188,20,task-9sft,,18291884,BLIND,5418541,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Eye dominance,3,178,Spreadsheet1,,,END TASK,,,,,44015,,,,,0,1,0,,,,,,,
1,1641138626652,02/01/2022 15:50:26,1641138626137,0,02/01/2022 15:50:26,62188,20,task-9sft,,18260766,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1536x722,,Eye dominance,3,178,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1641138632703,02/01/2022 15:50:32,1641138632223,0,02/01/2022 15:50:32,62188,20,task-9sft,,18260766,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1536x864,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,5930.699999988079,,,,,0,1,0,,,,,,intro,
3,1641138666000,02/01/2022 15:51:06,1641138665544,0,02/01/2022 15:51:05,62188,20,task-9sft,,18260766,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1536x864,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,33287.29999998212,,,,,0,1,0,,,,,,video,
4,1641138668065,02/01/2022 15:51:08,1641138667596,0,02/01/2022 15:51:07,62188,20,task-9sft,,18260766,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1536x864,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,2028.0999999940395,,,,,0,1,0,,,,,,instructions,
5,1641138669533,02/01/2022 15:51:09,1641138669070,0,02/01/2022 15:51:09,62188,20,task-9sft,,18260766,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1536x864,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,1444.0999999940395,,,Right,1,0,1,0,,,,,,response,
6,1641138669581,02/01/2022 15:51:09,1641138669075,0,02/01/2022 15:51:09,62188,20,task-9sft,,18260766,BLIND,5410422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1536x864,,Eye dominance,3,178,Spreadsheet1,,,END TASK,,,,,42938,,,,,0,1,0,,,,,,,
1,1641130195467,02/01/2022 13:29:55,1641130194969,0,02/01/2022 13:29:54,62188,20,task-9sft,,18259982,BLIND,5410148,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1536x722,,Eye dominance,3,173,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1641130297783,02/01/2022 13:31:37,1641130297336,0,02/01/2022 13:31:37,62188,20,task-9sft,,18259982,BLIND,5410148,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,102214.5,,,,,0,1,0,,,,,,intro,
3,1641130302488,02/01/2022 13:31:42,1641130302037,0,02/01/2022 13:31:42,62188,20,task-9sft,,18259982,BLIND,5410148,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,4668.5999999940395,,,,,0,1,0,,,,,,video,
4,1641130307241,02/01/2022 13:31:47,1641130306803,0,02/01/2022 13:31:46,62188,20,task-9sft,,18259982,BLIND,5410148,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,4741.200000017881,,,,,0,1,0,,,,,,instructions,
5,1641130311267,02/01/2022 13:31:51,1641130310831,0,02/01/2022 13:31:50,62188,20,task-9sft,,18259982,BLIND,5410148,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,4000.199999988079,,,Right,1,0,1,0,,,,,,response,
6,1641130311322,02/01/2022 13:31:51,1641130310836,0,02/01/2022 13:31:50,62188,20,task-9sft,,18259982,BLIND,5410148,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,,,END TASK,,,,,115867,,,,,0,1,0,,,,,,,
1,1640780388337,29/12/2021 12:19:48,1640780387333,0,29/12/2021 12:19:47,62188,20,task-9sft,,18235313,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1536x722,,Eye dominance,3,178,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1640780478142,29/12/2021 12:21:18,1640780477482,0,29/12/2021 12:21:17,62188,20,task-9sft,,18235313,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,90004,,,,,0,1,0,,,,,,intro,
3,1640780485465,29/12/2021 12:21:25,1640780482464,0,29/12/2021 12:21:22,62188,20,task-9sft,,18235313,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_embedded_youtube_api,,,,ERROR: The YouTube video took too long to load or the play command was blocked,1,0,1,0,,,,,,video,
4,1640780495963,29/12/2021 12:21:35,1640780495287,0,29/12/2021 12:21:35,62188,20,task-9sft,,18235313,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_embedded_youtube_api,,,,ERROR: The YouTube video took too long to load or the play command was blocked,2,0,1,0,,,,,,video,
5,1640780503287,29/12/2021 12:21:43,1640780502581,0,29/12/2021 12:21:42,62188,20,task-9sft,,18235313,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_embedded_youtube_api,,,,"ERROR: After 3 attempts, the youtube video still failed to play",3,0,1,0,,,,,,video,
6,1640780530432,29/12/2021 12:22:10,1640780529773,0,29/12/2021 12:22:09,62188,20,task-9sft,,18235313,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1536x722,,Eye dominance,3,178,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
7,1640780536866,29/12/2021 12:22:16,1640780536214,0,29/12/2021 12:22:16,62188,20,task-9sft,,18235313,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_embedded_youtube_api,,,,ERROR: The YouTube video took too long to load or the play command was blocked,1,0,1,0,,,,,,video,
8,1640780694455,29/12/2021 12:24:54,1640780693709,0,29/12/2021 12:24:53,62188,20,task-9sft,,18235313,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,162450.60000002384,,,,,0,1,0,,,,,,video,
9,1640780697878,29/12/2021 12:24:57,1640780697238,0,29/12/2021 12:24:57,62188,20,task-9sft,,18235313,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,3505.399999976158,,,,,0,1,0,,,,,,instructions,
10,1640780701988,29/12/2021 12:25:01,1640780701321,0,29/12/2021 12:25:01,62188,20,task-9sft,,18235313,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,4052.2000000476837,,,Right,1,0,1,0,,,,,,response,
11,1640780702081,29/12/2021 12:25:02,1640780701327,0,29/12/2021 12:25:01,62188,20,task-9sft,,18235313,BLIND,5387392,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x722,,Eye dominance,3,178,Spreadsheet1,,,END TASK,,,,,171554,,,,,0,1,0,,,,,,,
1,1640712193218,28/12/2021 17:23:13,1640712193029,0,28/12/2021 17:23:13,62188,20,task-9sft,,18229657,BLIND,5384850,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Eye dominance,3,168,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1640712207223,28/12/2021 17:23:27,1640712207088,0,28/12/2021 17:23:27,62188,20,task-9sft,,18229657,BLIND,5384850,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,14021.699999988079,,,,,0,1,0,,,,,,intro,
3,1640712261412,28/12/2021 17:24:21,1640712261270,0,28/12/2021 17:24:21,62188,20,task-9sft,,18229657,BLIND,5384850,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,54162.59999999404,,,,,0,1,0,,,,,,video,
4,1640712266439,28/12/2021 17:24:26,1640712266295,0,28/12/2021 17:24:26,62188,20,task-9sft,,18229657,BLIND,5384850,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,5014.299999982119,,,,,0,1,0,,,,,,instructions,
5,1640712269069,28/12/2021 17:24:29,1640712268934,0,28/12/2021 17:24:28,62188,20,task-9sft,,18229657,BLIND,5384850,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,2625.4000000059605,,,Right,1,0,1,0,,,,,,response,
6,1640712269145,28/12/2021 17:24:29,1640712268938,0,28/12/2021 17:24:28,62188,20,task-9sft,,18229657,BLIND,5384850,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Eye dominance,3,168,Spreadsheet1,,,END TASK,,,,,75908,,,,,0,1,0,,,,,,,
1,1640709057393,28/12/2021 16:30:57,1640709057200,0,28/12/2021 16:30:57,62188,20,task-9sft,,18228963,BLIND,5384675,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x821,,Eye dominance,3,152,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1640709067232,28/12/2021 16:31:07,1640709067088,0,28/12/2021 16:31:07,62188,20,task-9sft,,18228963,BLIND,5384675,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x821,,Eye dominance,3,152,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,9847.100000023842,,,,,0,1,0,,,,,,intro,
3,1640709237168,28/12/2021 16:33:57,1640709236909,0,28/12/2021 16:33:56,62188,20,task-9sft,,18228963,BLIND,5384675,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x821,,Eye dominance,3,152,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,169803.29999998212,,,,,0,1,0,,,,,,video,
4,1640709242615,28/12/2021 16:34:02,1640709242487,0,28/12/2021 16:34:02,62188,20,task-9sft,,18228963,BLIND,5384675,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x821,,Eye dominance,3,152,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,5566.4000000059605,,,,,0,1,0,,,,,,instructions,
5,1640709247256,28/12/2021 16:34:07,1640709247124,0,28/12/2021 16:34:07,62188,20,task-9sft,,18228963,BLIND,5384675,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x821,,Eye dominance,3,152,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,4623.699999988079,,,Left,1,0,1,0,,,,,,response,
6,1640709247329,28/12/2021 16:34:07,1640709247128,0,28/12/2021 16:34:07,62188,20,task-9sft,,18228963,BLIND,5384675,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x821,,Eye dominance,3,152,Spreadsheet1,,,END TASK,,,,,189927,,,,,0,1,0,,,,,,,
1,1640706248772,28/12/2021 15:44:08,1640706248470,0,28/12/2021 15:44:08,62188,20,task-9sft,,18228409,BLIND,5384559,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Eye dominance,3,152,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1640706261288,28/12/2021 15:44:21,1640706261028,0,28/12/2021 15:44:21,62188,20,task-9sft,,18228409,BLIND,5384559,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Eye dominance,3,152,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,12520.59999999404,,,,,0,1,0,,,,,,intro,
3,1640706379982,28/12/2021 15:46:19,1640706379723,0,28/12/2021 15:46:19,62188,20,task-9sft,,18228409,BLIND,5384559,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Eye dominance,3,152,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,118679,,,,,0,1,0,,,,,,video,
4,1640706384812,28/12/2021 15:46:24,1640706384533,0,28/12/2021 15:46:24,62188,20,task-9sft,,18228409,BLIND,5384559,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Eye dominance,3,152,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,4799.699999988079,,,,,0,1,0,,,,,,instructions,
5,1640706386589,28/12/2021 15:46:26,1640706386339,0,28/12/2021 15:46:26,62188,20,task-9sft,,18228409,BLIND,5384559,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Eye dominance,3,152,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,1793.0999999940395,,,Right,1,0,1,0,,,,,,response,
6,1640706386671,28/12/2021 15:46:26,1640706386342,0,28/12/2021 15:46:26,62188,20,task-9sft,,18228409,BLIND,5384559,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1440x727,,Eye dominance,3,152,Spreadsheet1,,,END TASK,,,,,137872,,,,,0,1,0,,,,,,,
1,1640203084252,22/12/2021 19:58:04,1640203083236,0,22/12/2021 19:58:03,62188,20,task-9sft,,18188635,BLIND,5372697,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.62,1280x720,1280x609,,Eye dominance,3,168,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1640203092875,22/12/2021 19:58:12,1640203091914,0,22/12/2021 19:58:11,62188,20,task-9sft,,18188635,BLIND,5372697,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.62,1280x720,1280x609,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,8641.199999988079,,,,,0,1,0,,,,,,intro,
3,1640203125526,22/12/2021 19:58:45,1640203124555,0,22/12/2021 19:58:44,62188,20,task-9sft,,18188635,BLIND,5372697,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.62,1280x720,1280x609,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,32630.19999998808,,,,,0,1,0,,,,,,video,
4,1640203139927,22/12/2021 19:58:59,1640203138971,0,22/12/2021 19:58:58,62188,20,task-9sft,,18188635,BLIND,5372697,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.62,1280x720,1280x609,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,14402.10000000894,,,,,0,1,0,,,,,,instructions,
5,1640203142523,22/12/2021 19:59:02,1640203141569,0,22/12/2021 19:59:01,62188,20,task-9sft,,18188635,BLIND,5372697,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.62,1280x720,1280x609,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,2572.9000000059605,,,Right,1,0,1,0,,,,,,response,
6,1640203142604,22/12/2021 19:59:02,1640203141572,0,22/12/2021 19:59:01,62188,20,task-9sft,,18188635,BLIND,5372697,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.62,1280x720,1280x609,,Eye dominance,3,168,Spreadsheet1,,,END TASK,,,,,58337,,,,,0,1,0,,,,,,,
1,1640198768001,22/12/2021 18:46:08,1640198767045,0,22/12/2021 18:46:07,62188,20,task-9sft,,18187763,BLIND,5372572,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.62,1280x720,1280x609,,Eye dominance,3,178,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
