Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-3eqj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
3,1645041668171,16/02/2022 20:01:08,1645041667929,0,16/02/2022 20:01:07,62188,20,task-9sft,,19509669,BLIND,5791526,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,188,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,46441.40000003576,,,,,0,1,0,,,,,,video,
4,1645041684912,16/02/2022 20:01:24,1645041684658,0,16/02/2022 20:01:24,62188,20,task-9sft,,19509669,BLIND,5791526,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,188,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,16719.400000035763,,,,,0,1,0,,,,,,instructions,
5,1645041686021,16/02/2022 20:01:26,1645041685777,0,16/02/2022 20:01:25,62188,20,task-9sft,,19509669,BLIND,5791526,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,188,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,1107.199999988079,,,Right,1,0,1,0,,,,,,response,
6,1645041686095,16/02/2022 20:01:26,1645041685780,0,16/02/2022 20:01:25,62188,20,task-9sft,,19509669,BLIND,5791526,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,188,Spreadsheet1,,,END TASK,,,,,84355,,,,,0,1,0,,,,,,,
1,1645044194499,16/02/2022 20:43:14,1645044194177,0,16/02/2022 20:43:14,62188,20,task-9sft,,19512872,BLIND,5792031,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,188,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1645044205509,16/02/2022 20:43:25,1645044205208,0,16/02/2022 20:43:25,62188,20,task-9sft,,19512872,BLIND,5792031,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,188,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,10978.599999964237,,,,,0,1,0,,,,,,intro,
3,1645044234953,16/02/2022 20:43:54,1645044234655,0,16/02/2022 20:43:54,62188,20,task-9sft,,19512872,BLIND,5792031,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,188,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,29427.5,,,,,0,1,0,,,,,,video,
4,1645044236377,16/02/2022 20:43:56,1645044236093,0,16/02/2022 20:43:56,62188,20,task-9sft,,19512872,BLIND,5792031,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,188,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,1412.800000011921,,,,,0,1,0,,,,,,instructions,
5,1645044240288,16/02/2022 20:44:00,1645044240011,0,16/02/2022 20:44:00,62188,20,task-9sft,,19512872,BLIND,5792031,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,188,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,3909.100000023842,,,Right,1,0,1,0,,,,,,response,
6,1645044240343,16/02/2022 20:44:00,1645044240014,0,16/02/2022 20:44:00,62188,20,task-9sft,,19512872,BLIND,5792031,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,188,Spreadsheet1,,,END TASK,,,,,45837,,,,,0,1,0,,,,,,,
1,1645047443923,16/02/2022 21:37:23,1645047442741,0,16/02/2022 21:37:22,62188,20,task-9sft,,19516285,BLIND,5792635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1536x722,,Eye dominance,3,183,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1645047484444,16/02/2022 21:38:04,1645047483185,0,16/02/2022 21:38:03,62188,20,task-9sft,,19516285,BLIND,5792635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Eye dominance,3,183,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,40411.19999998808,,,,,0,1,0,,,,,,intro,
3,1645047488608,16/02/2022 21:38:08,1645047487376,0,16/02/2022 21:38:07,62188,20,task-9sft,,19516285,BLIND,5792635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Eye dominance,3,183,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,4163.900000035763,,,,,0,1,0,,,,,,video,
4,1645047490594,16/02/2022 21:38:10,1645047489430,0,16/02/2022 21:38:09,62188,20,task-9sft,,19516285,BLIND,5792635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Eye dominance,3,183,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,2028,,,,,0,1,0,,,,,,instructions,
5,1645047492410,16/02/2022 21:38:12,1645047491271,0,16/02/2022 21:38:11,62188,20,task-9sft,,19516285,BLIND,5792635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Eye dominance,3,183,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,1829,,,Right,1,0,1,0,,,,,,response,
6,1645047492503,16/02/2022 21:38:12,1645047491275,0,16/02/2022 21:38:11,62188,20,task-9sft,,19516285,BLIND,5792635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Eye dominance,3,183,Spreadsheet1,,,END TASK,,,,,48534,,,,,0,1,0,,,,,,,
1,1645051982539,16/02/2022 22:53:02,1645051981313,0,16/02/2022 22:53:01,62188,20,task-9sft,,19518856,BLIND,5793287,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1536x722,,Eye dominance,3,178,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1645051985333,16/02/2022 22:53:05,1645051984133,0,16/02/2022 22:53:04,62188,20,task-9sft,,19518856,BLIND,5793287,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2778.5,,,,,0,1,0,,,,,,intro,
3,1645052009086,16/02/2022 22:53:29,1645052007824,0,16/02/2022 22:53:27,62188,20,task-9sft,,19518856,BLIND,5793287,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,23673.19999998808,,,,,0,1,0,,,,,,video,
4,1645052010004,16/02/2022 22:53:30,1645052008852,0,16/02/2022 22:53:28,62188,20,task-9sft,,19518856,BLIND,5793287,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,1000.6999999880791,,,,,0,1,0,,,,,,instructions,
5,1645052010925,16/02/2022 22:53:30,1645052009773,0,16/02/2022 22:53:29,62188,20,task-9sft,,19518856,BLIND,5793287,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,907.5,,,Left,1,0,1,0,,,,,,response,
6,1645052011019,16/02/2022 22:53:31,1645052009777,0,16/02/2022 22:53:29,62188,20,task-9sft,,19518856,BLIND,5793287,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Eye dominance,3,178,Spreadsheet1,,,END TASK,,,,,28464,,,,,0,1,0,,,,,,,
1,1644955251584,15/02/2022 20:00:51,1644955251441,0,15/02/2022 20:00:51,62188,20,task-9sft,,19476065,BLIND,5781722,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,152,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1644955253774,15/02/2022 20:00:53,1644955253672,0,15/02/2022 20:00:53,62188,20,task-9sft,,19476065,BLIND,5781722,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,152,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2181.2000000476837,,,,,0,1,0,,,,,,intro,
3,1644955257651,15/02/2022 20:00:57,1644955257557,0,15/02/2022 20:00:57,62188,20,task-9sft,,19476065,BLIND,5781722,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,152,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,3871.699999988079,,,,,0,1,0,,,,,,video,
4,1644955273731,15/02/2022 20:01:13,1644955273637,0,15/02/2022 20:01:13,62188,20,task-9sft,,19476065,BLIND,5781722,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,152,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,16059.599999964237,,,,,0,1,0,,,,,,instructions,
5,1644955275257,15/02/2022 20:01:15,1644955275146,0,15/02/2022 20:01:15,62188,20,task-9sft,,19476065,BLIND,5781722,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,152,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,1496.1000000238419,,,Right,1,0,1,0,,,,,,response,
6,1644955275311,15/02/2022 20:01:15,1644955275150,0,15/02/2022 20:01:15,62188,20,task-9sft,,19476065,BLIND,5781722,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,152,Spreadsheet1,,,END TASK,,,,,23708,,,,,0,1,0,,,,,,,
1,1644844645882,14/02/2022 13:17:25,1644844645160,0,14/02/2022 13:17:25,62188,20,task-9sft,,19425151,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1536x722,,Eye dominance,3,173,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1644844732300,14/02/2022 13:18:52,1644844731651,0,14/02/2022 13:18:51,62188,20,task-9sft,,19425151,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1536x722,,Eye dominance,3,173,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
3,1644844733668,14/02/2022 13:18:53,1644844733024,0,14/02/2022 13:18:53,62188,20,task-9sft,,19425151,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,1336.800000011921,,,,,0,1,0,,,,,,intro,
4,1644844737206,14/02/2022 13:18:57,1644844736495,0,14/02/2022 13:18:56,62188,20,task-9sft,,19425151,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,3457.2000000178814,,,,,0,1,0,,,,,,video,
5,1644844740530,14/02/2022 13:19:00,1644844739895,0,14/02/2022 13:18:59,62188,20,task-9sft,,19425151,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,3390.0999999940395,,,,,0,1,0,,,,,,instructions,
6,1644844754637,14/02/2022 13:19:14,1644844753863,0,14/02/2022 13:19:13,62188,20,task-9sft,,19425151,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,13954.90000000596,,,Left,1,0,1,0,,,,,,response,
7,1644844754699,14/02/2022 13:19:14,1644844753867,0,14/02/2022 13:19:13,62188,20,task-9sft,,19425151,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,,,END TASK,,,,,22216,,,,,0,1,0,,,,,,,
1,1644356192975,08/02/2022 21:36:32,1644356193773,0,08/02/2022 21:36:33,62188,20,task-9sft,,19291304,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x722,,Eye dominance,3,173,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1644356253575,08/02/2022 21:37:33,1644356254310,0,08/02/2022 21:37:34,62188,20,task-9sft,,19291304,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,60500,,,,,0,1,0,,,,,,intro,
3,1644356265599,08/02/2022 21:37:45,1644356266351,0,08/02/2022 21:37:46,62188,20,task-9sft,,19291304,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,12010.200000047684,,,,,0,1,0,,,,,,video,
4,1644356266824,08/02/2022 21:37:46,1644356267685,0,08/02/2022 21:37:47,62188,20,task-9sft,,19291304,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,1312.3999999761581,,,,,0,1,0,,,,,,instructions,
5,1644356279782,08/02/2022 21:37:59,1644356280500,0,08/02/2022 21:38:00,62188,20,task-9sft,,19291304,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,12794.199999928474,,,Left,1,0,1,0,,,,,,response,
6,1644356279843,08/02/2022 21:37:59,1644356280505,0,08/02/2022 21:38:00,62188,20,task-9sft,,19291304,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,,,END TASK,,,,,86732,,,,,0,1,0,,,,,,,
1,1644260241952,07/02/2022 18:57:21,1644260241847,0,07/02/2022 18:57:21,62188,20,task-9sft,,19251738,BLIND,5704264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x722,,Eye dominance,3,193,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1644260269155,07/02/2022 18:57:49,1644260269091,0,07/02/2022 18:57:49,62188,20,task-9sft,,19251738,BLIND,5704264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,193,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,27088.399999976158,,,,,0,1,0,,,,,,intro,
3,1644260272406,07/02/2022 18:57:52,1644260272344,0,07/02/2022 18:57:52,62188,20,task-9sft,,19251738,BLIND,5704264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,193,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,3210.5,,,,,0,1,0,,,,,,video,
4,1644260274284,07/02/2022 18:57:54,1644260274244,0,07/02/2022 18:57:54,62188,20,task-9sft,,19251738,BLIND,5704264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,193,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,1868.0999999642372,,,,,0,1,0,,,,,,instructions,
5,1644260276791,07/02/2022 18:57:56,1644260276748,0,07/02/2022 18:57:56,62188,20,task-9sft,,19251738,BLIND,5704264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,193,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,2445.5,,,Left,1,0,1,0,,,,,,response,
6,1644260276871,07/02/2022 18:57:56,1644260276754,0,07/02/2022 18:57:56,62188,20,task-9sft,,19251738,BLIND,5704264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,193,Spreadsheet1,,,END TASK,,,,,34907,,,,,0,1,0,,,,,,,
1,1644171270101,06/02/2022 18:14:30,1644171269202,0,06/02/2022 18:14:29,62188,20,task-9sft,,19216985,BLIND,5693459,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x722,,Eye dominance,3,188,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1644171322547,06/02/2022 18:15:22,1644171321689,0,06/02/2022 18:15:21,62188,20,task-9sft,,19216985,BLIND,5693459,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,188,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,52451.5,,,,,0,1,0,,,,,,intro,
3,1644171323436,06/02/2022 18:15:23,1644171322590,0,06/02/2022 18:15:22,62188,20,task-9sft,,19216985,BLIND,5693459,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,188,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,889,,,,,0,1,0,,,,,,video,
4,1644171324561,06/02/2022 18:15:24,1644171323702,0,06/02/2022 18:15:23,62188,20,task-9sft,,19216985,BLIND,5693459,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,188,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,1106.800000011921,,,,,0,1,0,,,,,,instructions,
5,1644171326580,06/02/2022 18:15:26,1644171325743,0,06/02/2022 18:15:25,62188,20,task-9sft,,19216985,BLIND,5693459,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,188,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,2027.7000000476837,,,Right,1,0,1,0,,,,,,response,
6,1644171326653,06/02/2022 18:15:26,1644171325746,0,06/02/2022 18:15:25,62188,20,task-9sft,,19216985,BLIND,5693459,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,188,Spreadsheet1,,,END TASK,,,,,56544,,,,,0,1,0,,,,,,,
1,1644071818963,05/02/2022 14:36:58,1644071818838,0,05/02/2022 14:36:58,62188,20,task-9sft,,19195842,BLIND,5688378,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,163,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1644071830795,05/02/2022 14:37:10,1644071830689,0,05/02/2022 14:37:10,62188,20,task-9sft,,19195842,BLIND,5688378,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,163,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,11802.90000000596,,,,,0,1,0,,,,,,intro,
3,1644071945719,05/02/2022 14:39:05,1644071945609,0,05/02/2022 14:39:05,62188,20,task-9sft,,19195842,BLIND,5688378,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,163,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,114903.09999999404,,,,,0,1,0,,,,,,video,
4,1644071950311,05/02/2022 14:39:10,1644071950230,0,05/02/2022 14:39:10,62188,20,task-9sft,,19195842,BLIND,5688378,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,163,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,4609.200000017881,,,,,0,1,0,,,,,,instructions,
5,1644071952476,05/02/2022 14:39:12,1644071952374,0,05/02/2022 14:39:12,62188,20,task-9sft,,19195842,BLIND,5688378,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,163,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,2130.4000000059605,,,Left,1,0,1,0,,,,,,response,
6,1644071952555,05/02/2022 14:39:12,1644071952377,0,05/02/2022 14:39:12,62188,20,task-9sft,,19195842,BLIND,5688378,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,163,Spreadsheet1,,,END TASK,,,,,133539,,,,,0,1,0,,,,,,,
1,1643904249674,03/02/2022 16:04:09,1643904249584,0,03/02/2022 16:04:09,62188,20,task-9sft,,19137575,BLIND,5669715,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x722,,Eye dominance,3,168,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1643904335832,03/02/2022 16:05:35,1643904335771,0,03/02/2022 16:05:35,62188,20,task-9sft,,19137575,BLIND,5669715,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,86153.70000001788,,,,,0,1,0,,,,,,intro,
3,1643904338654,03/02/2022 16:05:38,1643904338602,0,03/02/2022 16:05:38,62188,20,task-9sft,,19137575,BLIND,5669715,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,2808.800000011921,,,,,0,1,0,,,,,,video,
4,1643904341812,03/02/2022 16:05:41,1643904341761,0,03/02/2022 16:05:41,62188,20,task-9sft,,19137575,BLIND,5669715,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,3149.300000011921,,,,,0,1,0,,,,,,instructions,
5,1643904343297,03/02/2022 16:05:43,1643904343258,0,03/02/2022 16:05:43,62188,20,task-9sft,,19137575,BLIND,5669715,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,1490,,,Left,1,0,1,0,,,,,,response,
6,1643904343346,03/02/2022 16:05:43,1643904343260,0,03/02/2022 16:05:43,62188,20,task-9sft,,19137575,BLIND,5669715,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,168,Spreadsheet1,,,END TASK,,,,,93676,,,,,0,1,0,,,,,,,
1,1643902526356,03/02/2022 15:35:26,1643902526251,0,03/02/2022 15:35:26,62188,20,task-9sft,,19136408,BLIND,5668370,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,163,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1643902534616,03/02/2022 15:35:34,1643902534503,0,03/02/2022 15:35:34,62188,20,task-9sft,,19136408,BLIND,5668370,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,163,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,8202.5,,,,,0,1,0,,,,,,intro,
3,1643902567733,03/02/2022 15:36:07,1643902567650,0,03/02/2022 15:36:07,62188,20,task-9sft,,19136408,BLIND,5668370,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,163,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,33133.40000000596,,,,,0,1,0,,,,,,video,
4,1643902573376,03/02/2022 15:36:13,1643902573280,0,03/02/2022 15:36:13,62188,20,task-9sft,,19136408,BLIND,5668370,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,163,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,5618.0999999940395,,,,,0,1,0,,,,,,instructions,
5,1643902575325,03/02/2022 15:36:15,1643902575218,0,03/02/2022 15:36:15,62188,20,task-9sft,,19136408,BLIND,5668370,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,163,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,1925.199999988079,,,Left,1,0,1,0,,,,,,response,
6,1643902575378,03/02/2022 15:36:15,1643902575222,0,03/02/2022 15:36:15,62188,20,task-9sft,,19136408,BLIND,5668370,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,163,Spreadsheet1,,,END TASK,,,,,48971,,,,,0,1,0,,,,,,,
1,1643825274491,02/02/2022 18:07:54,1643825274542,0,02/02/2022 18:07:54,62188,20,task-9sft,,19102331,BLIND,5658031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x722,,Eye dominance,3,163,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
